a,b,pair,P_score,target,fold,V4_score,V4_direction,V4_support,A_match_score,A_match_direction,A_match_support,A_rbf_score,A_rbf_direction,A_rbf_support,P_strength,P_strength_state,P_overlap,P_overlap_state,local_double_deviation,local_double_deviation_state,V4_vs_A_match,V4_vs_A_rbf
APQ12,CPR6,APQ12|CPR6,2.0853515382388066,1.0,0,0.4537835315675734,0.4537835315675734,0.0,0.4537835315675734,0.4537835315675734,0.0,0.3245602872052142,0.3245602872052142,0.0,2.0853515382388066,0,0.0975609756097561,1,0.0080785599999999,0,unchanged,unchanged
APQ12,GPH1,APQ12|GPH1,4.814681115215506,1.0,0,0.7348011957147824,0.7348011957147824,0.0,0.7348011957147824,0.7348011957147824,0.0,0.346970876192957,0.346970876192957,0.0,4.814681115215506,1,0.031914893617021274,1,0.0179271999999999,0,unchanged,unchanged
APQ12,HAP4,APQ12|HAP4,3.2637649046773665,1.0,0,0.4663416902088049,0.4663416902088049,0.0,0.4663416902088049,0.4663416902088049,0.0,0.2987178253942655,0.2987178253942655,0.0,3.2637649046773665,0,0.1,1,0.0131098,0,unchanged,unchanged
APQ12,RPN4,APQ12|RPN4,1.5089725191074768,1.0,0,0.236793921974827,0.236793921974827,0.0,0.236793921974827,0.236793921974827,0.0,0.2226438406707466,0.2226438406707466,0.0,1.5089725191074768,0,0.03125,1,0.01459524,0,unchanged,unchanged
ARG80,GPH1,ARG80|GPH1,5.093439051559881,1.0,0,0.5120204428232837,0.5120204428232837,0.0,0.5120204428232837,0.5120204428232837,0.0,0.1467749274954011,0.1467749274954011,0.0,5.093439051559881,1,0.0,0,0.0100161999999999,0,unchanged,unchanged
ARG80,RTF1,ARG80|RTF1,-1.2536909352979224,0.0,0,-0.3899625567819606,-0.3899625567819606,0.0,-0.3899625567819606,-0.3899625567819606,0.0,-0.255407212446654,-0.255407212446654,0.0,1.2536909352979224,0,0.2,1,0.04288905,1,unchanged,unchanged
ARG80,YVH1,ARG80|YVH1,1.278749814806028,0.0,0,0.1062917421198156,0.1062917421198156,0.0,0.1062917421198156,0.1062917421198156,0.0,0.079532132688284,0.079532132688284,0.0,1.278749814806028,0,0.0,0,0.0528579,1,unchanged,unchanged
ARX1,GPH1,ARX1|GPH1,3.52259967869856,1.0,0,0.5279250935986401,0.5279250935986401,0.0,0.5279250935986401,0.5279250935986401,0.0,0.3090621643588437,0.3090621643588437,0.0,3.52259967869856,0,0.08376963350785341,1,0.0026217999999999,0,unchanged,unchanged
ARX1,INO4,ARX1|INO4,-1.8169605571948628,0.0,0,-0.2733215112721147,-0.2733215112721147,0.0,-0.2733215112721147,-0.2733215112721147,0.0,-0.2379972128272565,-0.2379972128272565,0.0,1.8169605571948628,0,0.0,0,0.00334771,0,unchanged,unchanged
ARX1,RPN13,ARX1|RPN13,-2.620696444795085,0.0,0,-0.1197611391043019,-0.1197611391043019,0.0,-0.1197611391043019,-0.1197611391043019,0.0,-0.0360366576752871,-0.0360366576752871,0.0,2.620696444795085,0,0.0,0,0.01124329,0,unchanged,unchanged
