panel,a,b,label,unordered_pair,single_a,single_b,double,expected_no_interaction,n_measurements,double_observed,red_released,red_reverse,red_exchange_error,red_point_distance,raw_mask,single_only
KEGG,MNS1,CWH41,1,CWH41|MNS1,0.21447414270937248,0.6157176119848133,,0.8259749032624731,0,False,0.5862217151643644,0.3953222795400451,0.01845600529559044,0.5569493014018579,0.0,-0.40124346927544086
KEGG,ROT2,CWH41,1,CWH41|ROT2,0.6904081231682184,0.6157176119848133,0.7576760420393449,1.2900451033008986,1,True,0.498733292320979,0.5012638025303572,2.905148663856494e-06,0.48727893167718594,-0.07469051118340508,0.07469051118340508
KEGG,MNS1,MNN2,1,MNN2|MNS1,0.21447414270937248,0.6621729741210333,,0.8720336742200989,0,False,0.5561976819776784,0.4392004107679902,0.0046019072543314055,0.5809649177794476,0.0,-0.4476988314116608
KEGG,ANP1,MNN2,1,ANP1|MNN2,0.0,0.6621729741210333,,0.0,1,False,0.5778949854882122,0.6195823903523608,0.197477375840573,0.6073069532346851,0.0,-0.6621729741210333
KEGG,MNS1,ROT2,1,MNS1|ROT2,0.21447414270937248,0.6904081231682184,1.3223140420393449,0.9000215195864774,1,True,0.5394745730429626,0.45801425036975846,0.0025111765872789515,0.5856399611511826,0.47593398045884605,-0.47593398045884594
KEGG,STP22,VPS28,1,STP22|VPS28,0.3623650083769404,0.7089474274544649,,1.0623714820159567,0,False,0.4781224809096913,0.4032495712055592,0.11862794788474951,0.4455881893225787,0.0,-0.3465824190775245
KEGG,HMG1,BTS1,1,BTS1|HMG1,0.29624945669281905,0.7699315089777822,1.9648210698047572,1.0582465501129743,1,True,0.5694857613505078,0.4219164517377051,0.008597786911787142,0.5795626801348518,0.4736820522849632,-0.47368205228496313
KEGG,DIE2,ALG5,1,ALG5|DIE2,1.323400595972287,1.7317384406664271,1.856713,2.8920776460136843,2,True,0.5476971725339128,0.4458011721177561,0.006501655348331026,0.5591941022293164,0.40833784469414014,-0.40833784469414014
KEGG,ALG8,ALG5,1,ALG5|ALG8,2.0742643396022356,1.7317384406664271,1.9342515000000002,3.4774630697436786,2,True,0.46490319640765077,0.5317355599042412,0.0033612436881080843,0.4500450524348154,-0.06250021973133779,0.3425258989358084
KEGG,ALG6,ALG5,1,ALG5|ALG6,2.5299364083909355,1.7317384406664271,2.1374579999999996,3.796683622929165,2,True,0.3953171864390065,0.47747958243243244,0.12720323112856113,0.37778869894642864,-0.01324115094263667,0.7981979677245084
KEGG,DIE2,ALG8,1,ALG8|DIE2,1.323400595972287,2.0742643396022356,2.0684430000000003,3.1766658503652954,2,True,0.5205758329228083,0.40808716426544944,0.07133700281174227,0.5482280866351175,0.739221064425478,-0.7508637436299486
KEGG,DIE2,ALG9,1,ALG9|DIE2,1.323400595972287,2.1575587937777736,2.4198645,3.244077292333194,2,True,0.5139339890062606,0.3863683676320231,0.09969764336171627,0.5365871715880073,0.8341581978054866,-0.8341581978054866
KEGG,ALG8,ALG9,1,ALG8|ALG9,2.0742643396022356,2.1575587937777736,2.6248530000000003,3.765719850955516,2,True,0.5157891828920415,0.4833575623383985,0.0008532547695601078,0.5110991362495027,0.08329445417553805,-0.08329445417553805
